Id,name,p1,p2,p3,c1,c2,c3,e1,e2,e3,p4,C4,seed,pool,rtype,round,rival,bye,IMG
19161589,DLS Team,Duskey,Shixon,Lucxnzz,Germany,Czech Republic,Czech Republic,Ðomii,shixσn,Lucanz.,,,334,A14,Loser Bracket,Losers Round 5,Techy Techers,TRUE,https://images.start.gg/images/team/2590169/image-b981e138184f8759a82e84278ebbd821.png?ehk=yuTLnwCFZI%2F8uqXPY%2F7yU%2BItuPdbkp2jJH5CercZvZ0%3D&ehkOptimized=CaM4aEv2WbJpKbEkjYlbcHkIw%2BVgYHzfpNdw09GB7MQ%3D
19159705,Luminary Fusion,Alexgrosze,Rl Kuro,Tobs3,,Austria,Austria,alexgrosze,Rl Kuro,WeakPython534,,,335,A15,Loser Bracket,Losers Round 4,Antony prime,TRUE,
19085107,Zealox Gravity,Change,domi_zg,Keshi,Germany,Austria,Germany,PressChange,domi zg,ケシ.,,,336,A16,Loser Bracket,Losers Round 2,Skyfall Solar,TRUE,
19154624,2k25,Anarchii.,Shαdowㇱ,Esrod_,Belgium,France,Belgium,Anarchii.,Seechiiro,Esrod_,,,337,A17,Loser Bracket,Losers Round 5,Camel FC,TRUE,
19160876,Imaginary Line-Up,mint.,Scrubb,Pepito,France,France,France,µ02,IziLeRat,Petipoh,,,338,A18,Loser Bracket,Losers Round 5,AlwaysTopCorner,TRUE,
19153073,Team Du Peuple 2025,robocup_,Rasmelthor,yass.,France,France,France,Mangame_robocup,Rasmelthor,yassRL_,,,339,A19,Loser Bracket,Losers Round 3,SE17,TRUE,
19117159,Furax corp,Leski,Lycr,LGDM,France,,France,L3ski.,Lycr is broke,Lµ.,,,340,A20,Loser Bracket,Losers Round 4,Ultra instinct,TRUE,
19139234,Team Unwanted,JokersLend,Grimzyyy,Sxmutv,Lithuania,Netherlands,United Kingdom,JokersLend,Grimzyyy2301,Sxmutv_,,,341,A21,Loser Bracket,Losers Round 2,frate esports,TRUE,
18783000,GCSEless,bifky,ken-zero333,Axyioz,United Kingdom,United Kingdom,United Kingdom,Bifky,,Axyioz.,,,342,A22,Loser Bracket,Losers Round 1,SUBSONIC,TRUE,
19134266,Ball Don't Lie,vekz,Storm9,Fyzxsy,Sweden,Portugal,Sweden,vekzRL,Storm9_.,Fyzxsy,,,343,B2,Loser Bracket,Losers Round 1,Majestic,TRUE,https://images.start.gg/images/team/2585871/image-19d799a0b55a14f5b91f7e6c1e7cabe7.png?ehk=tCyZgum%2FP2rfKXyZ4tFoJBmU2l%2B9fZ161Ml6Sa9AprY%3D&ehkOptimized=N42KkEJ0nmXaEfOBUqvD%2FszzrVAZVjA9miNzPQ%2BGaX4%3D
19113072,Team GX,emyl,Askiils,GX slaizix,France,France,France,GX emyl,GX Askils,GX slaizix,,,344,A24,Loser Bracket,Losers Round 5,DNS Main,TRUE,https://images.start.gg/images/team/2518504/image-898075c64637763c2e307254e12d596d.png?ehk=ikYFRdWwXcZYW10gg%2BuaLahZJiDkt81buq8BcurGltg%3D&ehkOptimized=d9lrEpCGhGa62bjj8jpVBT5%2BPXoZXfQbsJAblf8cipM%3D
19162003,Close one,natedabeast,aktn,Apo2k,Cyprus,Finland,Greece,Natedabeast_rl,aktn_,Apo3k,,,345,B1,Loser Bracket,Losers Round 1,eSports Cologne e.V.,TRUE,
19156093,Terry,Ligurian.,Mason,Cleqas.,,United Kingdom,Belgium,Ligurian.,Masonᴴᴰ,Cleqas.,,,346,A26,Loser Bracket,Losers Round 5,GCS OWLS,TRUE,
19104750,Bloom Esports,ICE,Shoyo,Maca,,France,,ICE fv,Shoyo_z,Minty_7_4,,,347,A27,Loser Bracket,Losers Round 6,CrossbarMerchants,TRUE,
19149144,HGE Esports,iKeryos.,STE/EL,simo.,Italy,Italy,Italy,iKeryos03,STEEL._,simoovara,,,348,A28,Loser Bracket,Losers Round 6,LE VRAI POF,TRUE,https://images.start.gg/images/team/2302183/image-2ceca64592427af3aaba2f228033a6b0.png?ehk=m6Fx6frpfs58Do%2Fr2dnDfKam7bYrk3gQf3qZCdFRsfg%3D&ehkOptimized=O%2B%2FXvZEZuZ11KjJLVUYRUNBC2pRZCxIe6XNp8I2460M%3D
19124500,KandoriX,Kinkert.,canarirl,Ad.,Netherlands,Belgium,Netherlands,kinkert.,Canariiiiiiii,AeroDynamics._,,,349,A29,Loser Bracket,Losers Round 4,Coubertin Esport,TRUE,https://images.start.gg/images/team/2584699/image-9152185b11c445b95a8299a4624475f4.png?ehk=8MMBuiLCIx4ZZHXTafF3VF%2FJPYwAMt4kzHYtCjuvbvA%3D&ehkOptimized=HbBROLK93A6WGqs6AeqqS8GtFBGcNkyktVEaDMqEbXw%3D
19152531,RSC - KAMI,mmadi,Chafik,Jordanax,France,France,,mmadï,chäfik.,J0rdanax,,,350,A30,Loser Bracket,Losers Round 5,Evyl Zêta,TRUE,https://images.start.gg/images/team/2311197/image-d0484146c2b5570467e586b608ac7a70.jpg?ehk=LapeGNGVYMqvmJrOs2Kn4CAr9QDfQG8rIOYY3ombWWo%3D&ehkOptimized=SMMfy6xB%2BW5wrVzGNgfV1%2FBASif7nwJlAYrv7WM2tOc%3D
19154482,MCR Esports,SunBear,Ocean,Faxzen,United Kingdom,Norway,Norway,SunBearRL,RemiEKSDEE,TTV Faxzen,,,351,B2,Loser Bracket,Losers Round 1,DSQ Esports,TRUE,
19155192,Icare Esport Hadès,72BZ,St0lk,Rony_Iq,France,France,Belgium,72BZ,ST0LK.,RONY_IQ,,,352,A32,Loser Bracket,Losers Round 6,Olympe Esport,TRUE,https://images.start.gg/images/team/2532789/image-9414c10fd9b5822954cc3c5011344436.png?ehk=KQL%2Fg2PfBTpRCtePOJO5zrCCPjTTFKhzkMBztybwPqc%3D&ehkOptimized=ZwGQe2Tiz38CSo08OElFwUbqDYKaqmmw4Itp9RIu1VU%3D
19145519,TukTuk Tourguides,YoYo,Owen.,Joris,United Kingdom,,Germany,RL.YoYo,Owen0908.,KoTııK,,,353,A32,Loser Bracket,Losers Round 3,DOMUS Esport Oblivion,TRUE,https://images.start.gg/images/team/2326713/image-7dbe96f8536399558aec3ac4057259af.png?ehk=rtuyb%2BUCq8mHNCbIEJYG0Ewy6uswC%2FInUlhO%2B84n78U%3D&ehkOptimized=G5V7VxBqYV5IKTgVHpg0ejURS%2Bs%2F89pNYUvbUX5gG2s%3D
18995602,Kyodo Esport,KhiirnaGoat.,Lys,XnessX1,France,France,France,KhiirnaBot. Φ,,XnessX1,,,354,A31,Loser Bracket,Losers Round 2,CRH,TRUE,
19152759,Chino Farmers,JBQ,Coquito.,zzenqy,Spain,Spain,Spain,JBQº,LFT Coco.,zzenq,,,355,A30,Loser Bracket,Losers Round 3,GhostWhite Beta,TRUE,https://images.start.gg/images/team/2588226/image-03971171905c4ce4036fea6a60522cb1.png?ehk=Mli%2BueLOaRe5DPGavPa16JfJJ61Agr4l4W62uKkwx4I%3D&ehkOptimized=HfcTM0DJaNTf1e4Db82fsedfFjbbUBAEe6cfkq1jgE8%3D
19149826,VentuCorp Legends,Shun,Froste.,Enpd546,Spain,Spain,Spain,shunrl_,Frøste.,Nyak_11,,,356,A29,Loser Bracket,Losers Round 4,Haymaker ftw,TRUE,https://images.start.gg/images/team/2410864/image-1ad27e468ea79b115a8653ce2d0e6130.png?ehk=1%2BIt0FltIefkKfGEJbGtzeeCtVTnIdDrsX4%2BuURJfJ4%3D&ehkOptimized=m7rjkhA%2BK6ibnAHo6ngxaVUFtRqhNINaV4c1C65yXOU%3D
19153037,NOVA University,impaii,Nisa,latrn,Portugal,Portugal,Portugal,impaii,N1s4,latrn,,,357,A28,Loser Bracket,Losers Round 5,LE VRAI POF,TRUE,https://images.start.gg/images/team/2543030/image-be75c75c14ffed179753f8dd83e28752.png?ehk=cCyXT%2FdZPeo5OK9eRHMxdgfBfMRMOwc79pEWWryoOoU%3D&ehkOptimized=hnPXKqO0NOHERl6RYKECKp%2Fi9AsKAP2RE1bnLZ8fIK8%3D
19084974,Grogu Gang,Trilon,Vinnie,Tropikall,Belgium,,France,Trilon.,VinniΞ,choc71x,,,358,A27,Loser Bracket,Losers Round 1,Crimson Mode,TRUE,https://images.start.gg/images/team/2529450/image-fefd51b1aab92276fe6bb9cf7f540b47.jpg?ehk=dvIrQwN3pP0PLGkb1bANODZpYixMiicjEmNoK4zgHoI%3D&ehkOptimized=l%2FaXFHPjtdKUZj47YEtYjlJoRrQesPXtgW7hFeA90is%3D
19083810,RDF,Franchello.,neozyx,destro,Spain,Spain,Spain,Franchinho.,ne0zyx.,DЁSЁRЁ,,,359,A26,Loser Bracket,Losers Round 2,On sait jamais sur un malentendu,TRUE,
19155812,J-S-L,Georgian_Reaper,Sayze,LioŋRL,Cyprus,,Germany,Georgian_Reaper,sayze µ,LioŋRL,,,360,A25,Loser Bracket,Losers Round 5,Atlantic Sharks,TRUE,https://images.start.gg/images/team/2588863/image-cb82b4c8fdbf6a925f6cf5d50579e1b2.jpg?ehk=hjaLH7o1072M33T41YWflSR%2FuOD9zcjYhIX1WEzrzGc%3D&ehkOptimized=1QXeOTbSaISWB2lTp9niMWc5XHO597NafcdHhpqWyjE%3D
19160308,Mystic Sunset,Topia,Raixer,Freeplex,United Kingdom,Poland,United Kingdom,topia -_-,Raixer41,Freeplex_,,,361,A24,Loser Bracket,Losers Round 6,Thrive Esports,TRUE,https://images.start.gg/images/team/2489854/image-4f62fba30e7412cfe04b570b00e9ab40.png?ehk=YF7IvmeETGEugmAXq%2FL%2Fv%2FiHlI9c%2BTkrQCEiP87tIlM%3D&ehkOptimized=EiMm7BEVJFCLSTCo4jpSi7KYaEvS3%2FRGQsABofch8Ek%3D
19157097,Brick Wallz,Cristash,lxBB,SusTanium,Romania,United Kingdom,Belgium,Cristash.,lxBB.,SusTaniumYT,,,362,A23,Loser Bracket,Losers Round 5,France diff,TRUE,https://images.start.gg/images/team/2589207/image-025e402bc78e045467890e38a7ffaad2.png?ehk=UvRadB7QV2N2R6odpWdWEGYFfeihu4LaDeGwYiPB7L0%3D&ehkOptimized=9rUchpzfeEe%2Fqq23MlGogJw1Fx1DtrRreJcaUUXkEXs%3D
19158155,CRG,24,Rhude,Des,United Kingdom,United Kingdom,United Kingdom,24ˣ,rhude_.,,,,363,A22,Loser Bracket,Losers Round 5,815,TRUE,
19144578,Newcastle Ninjas,Nitro9526,eth,Nicho,United Kingdom,United Kingdom,United Kingdom,Nitro9526,The Ethmiester,Nicho4321,,,364,A21,Loser Bracket,Losers Round 6,SETTDEGNED,TRUE,https://images.start.gg/images/team/2532001/image-5a4c01e9a10abbf0f8467b8140d783cd.png?ehk=%2FpeAqrddDd9HVCK5YL3QPtRJIk%2BmjlAh%2FhY1KzNRCs0%3D&ehkOptimized=%2BNgoV4Q5QAHyMeBhJwqtNsX1eQy%2BcENk08xizYz4AEI%3D
19090193,Malyce Esport,Shizu,WizgOth,Shinomigu,France,,France,Shizu_RL,Wizgoth,shinomigu,,,365,A20,Loser Bracket,Losers Round 3,Vivre Bump,TRUE,https://images.start.gg/images/team/2581430/image-f683eeb26c36160f91492ea1b0a6498d.jpg?ehk=aMVPefzf9dD2t3kfjBb%2FSuxCoyDRzdh15DlwA3qjWqk%3D&ehkOptimized=wQuohk%2BYDa%2BrvzNDXF9KGHlYVIXsjfS%2BZrG3OYjin78%3D
19114081,SE17,Moscow,Dex,void.,United Kingdom,Norway,Germany,Moscoww_.,DanRik.,void.µµ,,,366,A19,Loser Bracket,Losers Round 4,Vicious Prime,TRUE,https://images.start.gg/images/team/2583388/image-a452b441d907e90c7d5d5f4dc4bdeeed.jpg?ehk=hwzHuoM4s7yhRMScPLEdan2JSgyoereqai93y9eeebE%3D&ehkOptimized=FDBWuSy%2BrpjrdhHXz8KtmBAYdmxjeUq2ceA%2F9zqTq6A%3D
19084866,Trinitas Esports Team Ghouls,Berryru,Nils,Fabe,Germany,Germany,Germany,Berryru,Nïls.,,,,367,A18,Loser Bracket,Losers Round 4,RKR,TRUE,https://images.start.gg/images/team/2276859/image-4430f2b3e4d9e940786c6639408c1035.png?ehk=kNvxgZD6FcvXJV8g3Dp%2BEHMXBCiiIVPVNF5EwIV9EV4%3D&ehkOptimized=SZ0v%2Fv6WFFCePQ%2BUmvirJ%2FYZ6wR6QXmOhQbzxmoRMqs%3D
19157261,YDZ x Berzerkers,samiguel,Droski.,Meguh7.,United Kingdom,Austria,Finland,samiguel.,Droksi.,Meguh7.,,,368,A17,Loser Bracket,Losers Round 4,TLF Esport,TRUE,https://images.start.gg/images/team/2419104/image-3f701075fa644c2bd9d7c77441e09190.jpg?ehk=L%2B0eaWpMNWYnDPTvbrdIgjjqSeFCegKPyfUuOa5izp4%3D&ehkOptimized=QVwrfiscqfA0D3Kb9eewIgebcL4xqshTDC9LMxrFwOc%3D
19162042,O Block,Dash,Kyru,rapidzuhhh,United Kingdom,United Kingdom,United Kingdom,dashrl10,808Kyru,rapidzuh,,,369,A16,Loser Bracket,Losers Round 5,Rebirth Phénix,TRUE,
19157876,Team Equestria,Turtles,PadS,Aevveon,,Germany,Canada,ILikeTortoiseXD,PadS 33,aevveon,,,370,A15,Loser Bracket,Losers Round 6,NVS Vortex,TRUE,https://images.start.gg/images/team/2491331/image-019e985829ec2e6d8e4318dc17e39598.jpg?ehk=FWEYm0YBCBOCB4ZHAupp3Dg6Zl7S%2FwxUML40aKFflCo%3D&ehkOptimized=WT6ioijTTLl%2BuDCOJjr51XRezMSumqIEJFoLzQvCZC4%3D
19134700,FLCS Duke,Tbsk.,Brankzz.,Termi.rl,Germany,Germany,Germany,Sqezzy. µ,brankzz.,Termi.rl,,,371,A14,Loser Bracket,Losers Round 5,33%,TRUE,
19161890,CCD,Daneal,CarsonRL,scooterboy,United Kingdom,United Kingdom,United Kingdom,daneal-,Carsønrl,User-632c1223b2,,,372,A13,Loser Bracket,Losers Round 5,Humble FC,TRUE,
19156725,Team TBO,Alhamdulillah._.,NOStress,46romo,Romania,Romania,Romania,washed ig_,nos.goat.,fata meaaeaeaooo,,,373,A12,Loser Bracket,Losers Round 3,Infinity Esport,TRUE,
19160320,Saturlity Esport,Evoxsyy,WDZ_Sayf,Frozzz.,,France,,Evoxsyy,NathanLboss,Frozzz.,,,374,A11,Loser Bracket,Losers Round 4,Traktorok,TRUE,
19160881,I. Black Lions,Zorojuro_02,Yoda-RL,Luffy-taro_37,France,Belgium,France,ZoroJuro_02,Yoda-RL,luffytaro_37,,,375,A10,Loser Bracket,Losers Round 4,Stidda,TRUE,https://images.start.gg/images/team/2491525/image-1f940bd8e5c14d9a1d89ae2d810cc1c1.png?ehk=bWc64ijl%2BmqObQ42AxLLexMheZwmxd%2FFHGbbi9Mrs9g%3D&ehkOptimized=ZLjthXBDv01SWy%2BWzVz0inamU42fY4rKL1cXN2YrFGY%3D
19156139,SMD,Moggy,Distan,shannonigans,United Kingdom,United Kingdom,United Kingdom,Its_Moggy,Distan.,SHANXNZ,,,376,A9,Loser Bracket,Losers Round 5,Godalions LTXAcademy Coaching,TRUE,
19147644,Var,Usagi_Link,Runt,PredatorR80,France,France,France,Usagi_Linktoon,Runt-,Astral Unity,,,377,A8,Loser Bracket,Losers Round 4,M.J.L.Q,TRUE,
18940927,Team Vision Advanced,DE ClapZz,PLK_06,Soda_7a,Germany,Germany,Germany,DE ClapZz,PLK_06,Soda_7a,,,378,A7,Loser Bracket,Losers Round 4,Lumiukot,TRUE,https://images.start.gg/images/team/2499824/image-71602e6693a1cfffa8c8d5d965d4b9a3.png?ehk=7nga%2FT4KLhE1mzNnC6Wa2xmblMpJe9SDtrA5Stsm6tI%3D&ehkOptimized=YRE1s88VgPpllEXMMJ8t7Tj2U5SwN0ejtYc%2FD%2FbeX2k%3D
19160098,Team 4ever,Merdar,KOM3T4,Pawx,Poland,Poland,Poland,Merdar.,KOM3T4,Pawx.,,,379,A6,Loser Bracket,Losers Round 5,Olympe Hestia,TRUE,
19107218,Chi Challengers,Krill,Flo,RRX100,United Kingdom,United Kingdom,United Kingdom,KeyboardKrill,rl_flo_,RRX100,,,380,A5,Loser Bracket,Losers Round 5,DTK,TRUE,
19045986,HARDNESS,twitch lilayyaaa,sigma boyµ,Jeuxdenfer,France,France,France,twitch lilayyaaa,sigma boyµ,jeuxdenfer,,,381,A4,Loser Bracket,Losers Round 1,Hit’n Run,TRUE,
19149152,Quality Esports,SnowyZ-RL,Pudding,99 ZENIN,Germany,,Germany,SnowyZ-RL,Pudde.ʮ,99 ZENIN,,,382,A3,Loser Bracket,Losers Round 5,Youngsters,TRUE,
19161177,GENX BURST,Kirro_off,SASHI.-.,Ner0x.rl,France,France,France,Kirro_Off,SASHI.-.,Ner0x.rl,,,383,A2,Loser Bracket,Losers Round 5,Panaris Négligé,TRUE,https://images.start.gg/images/team/2589739/image-1f71eb0231bda69ab9400764fd1b3003.png?ehk=1Gtn9JSAXDdI25TbvOqn%2B1iH6ecfhdmCGes8R4twoMo%3D&ehkOptimized=dNWqy4T9zyCbeRZX8umCwdcUxOr1MfIZS1euJUKfNZM%3D
19155692,TX E-sport,TeKeN_-,eggz_-.,juninhorl,France,France,Switzerland,TeKeN_-,eggz-_-,Sad Juninho,,,384,A1,Loser Bracket,Losers Round 6,DIVE Esports,TRUE,
19161193,Rose pcat,Curtu,astralsinho,Plia,Spain,Spain,Spain,segio cabehon,astralfvǃ,beautiful plia,,,385,A1,Loser Bracket,Losers Round 3,Flipside Esports,TRUE,https://images.start.gg/images/team/2532654/image-a8223c05a130a6705f1614e4f7bf3897.png?ehk=y7XnrC3LmmhP5K9xviNRQw3%2B62%2B0S0Q7vUbs0wYBdCI%3D&ehkOptimized=PepUQowBX9vmZ%2F131ACmW9syiQooSFq5TAr2fxYNxgM%3D
19052724,Arvelis - Soul Mate,Skylownn.,ToYToine,MoNsT3rR7,France,France,France,Skylownn.,ToYToine86,Monster le grand,,,386,A2,Loser Bracket,Losers Round 3,jaegers aquila,TRUE,
19160503,Fish'n chips,Odin_rl,Yuseif.,Tidesinger,Norway,United Kingdom,United Kingdom,Odin ʕ-ᴥ-ʔ,YuseiF.,Tidesingerツ,,,387,A3,Loser Bracket,Losers Round 4,Quality Esports,TRUE,https://images.start.gg/images/team/2589866/image-b5aedd6f531777fb0fc8f898d0f42b8c.jpg?ehk=lQZAiPIWv88f24dJUeDM%2FlAjXtBarT4g46ExuA1coxA%3D&ehkOptimized=TCakhA8J94ywUbzSyDwrZvXfo11DNn6NKWm5sB5ng1M%3D
19125218,Ascension Sakura,SilentPanda,Faded,Doghnut,Norway,United Kingdom,Norway,babo panda,Faded00_,DoghnutRL,,,388,A4,Loser Bracket,Losers Round 3,rip seeding,TRUE,https://images.start.gg/images/team/2584960/image-49da10d103240f907eb7a8c30c1b29ac.png?ehk=cu46%2BAZKGjJZo2vZbxAtBvPogPRAKV7q08si5lpaBXo%3D&ehkOptimized=lwFkt9ZOCbstOmqe3NTJ4RJUDKl36XdLFJqjUTBIkMU%3D
19001967,Clover Delta,Reo.,belamendia14,Adri 11.,Spain,Spain,Spain,SimpleReo.,belamendia14,ohkaizen.,,,389,A5,Loser Bracket,Losers Round 5,UwU RawR,TRUE,
18884076,Infinite Aura,Texx,hkks.,XX_MUDDY_4N4L_B34DZ_XX69,Portugal,Finland,Norway,haxeeyy,egirluwuπ,Bratz米,,,390,A6,Loser Bracket,Losers Round 3,Corpos Danone,TRUE,https://images.start.gg/images/team/2524967/image-27c21a35a991b1b18c8d7b2ad9f3f952.gif?ehk=a%2BCKVF1tTIaF0tGdqcSnoxkY8bw4OQ%2Fcu6tXcPSszp4%3D&ehkOptimized=gHaP2OdB2d6WaiLEP184EgEsjf68HyssLaT0BmDRoxQ%3D
19005419,Team Anaconda,CaptainStrk,Anaconda,,Norway,Norway,,CaptainStrk,Big Nick GG,,,,391,A7,Loser Bracket,Losers Round 4,CYA,TRUE,https://images.start.gg/images/team/2518362/image-f0e8e0d14d4f3b498910da33ee4889f5.png?ehk=jvntqVMFdB%2Bm0vChQXpKKv%2F2tKcyut4ILcC3pWgSx7w%3D&ehkOptimized=xJOuejsjYbeBKQuO0QrTdBxuuUKbtRwJL9slx%2BKO%2Flw%3D
19134812,M.J.L.Q,MRspud777,Loiflis.,jwbs.,United Kingdom,United Kingdom,United Kingdom,MRspud777,Loiflis.,jwbs.,,,392,A8,Loser Bracket,Losers Round 5,L'antique espoir,TRUE,https://images.start.gg/images/team/2580777/image-8fedeac919152a8f7edc2e06cc0ba8c8.png?ehk=QAWg3g8trvH1enG0uCCHtcMOC0EWvzcMiGz%2Ft7vvIaE%3D&ehkOptimized=Nk%2FWnelSGUTopvvzcbcFM%2BNeOJyylbzn0HCXN6OcupU%3D
19155151,Predators Esports,ryfuz.,Burhan ^_^,SeynO,Switzerland,Netherlands,Switzerland,ryfuzrl,SophieAyol.,DisNon,,,393,A9,Loser Bracket,Losers Round 4,SMD,TRUE,https://images.start.gg/images/team/2532676/image-f593cc8d7ccb9386111d469b646c52ea.png?ehk=pak%2FqrMqug1CKcrkvwAHrt066OoFavpV95yAJ2cl2dk%3D&ehkOptimized=LmWkK%2B%2F%2FbnMS0DZH4Yteup9AARRqvLf919GuKeL9XJQ%3D
19156904,Stidda,dzy.,nthn,bull.,Russia,United Kingdom,United Kingdom,dzy34.,nthnµ,replii.,,,394,B2,Loser Bracket,Losers Round 1,Bloom RL eSports,TRUE,https://images.start.gg/images/team/2589150/image-7eac24345c97f8b85837b94ee2821a09.png?ehk=a5UmDcKEa7VwCLJylCT2ZuibF0On24C3rm94QzaVJ%2BE%3D&ehkOptimized=NWDOl6lwEye0m1ZlXgayvFDVg3wOyJI%2B4asZL3KAzHY%3D
19162213,Traktorok,Lev1rl,iamreverz,nagymester,Hungary,Hungary,Hungary,Lev1rl,iamreverz,syndrome1sdown,,,395,A11,Loser Bracket,Losers Round 6,Ticket For Lower,TRUE,https://images.start.gg/images/team/2277011/image-ec12d7e30372ce4aa5ef49d2c1836afd.png?ehk=XhRN9c59GJ7E63Qk8T1fTGyExsjJ6Fqs1nSlJ9KJEeA%3D&ehkOptimized=Ukv%2Fc18CC1E3Lk4m%2BLxcrFzOaTjuiWCX%2BSPjJ%2FcKbfc%3D
19158084,Synergy Prospects,Taku rl,Strixzz.,77 comet,United Kingdom,United Kingdom,United Kingdom,Crossmap Calvin.,Strixzz.,comet 64,,,396,A12,Loser Bracket,Losers Round 6,Entropy Galaxy,TRUE,
19160880,Phantoms,Epix,Accuse-_-,Slowz,Sweden,Sweden,,EpixЭ,Accuse-_-,Slowz Cymru,,,397,A13,Loser Bracket,Losers Round 3,Gentlefakes,TRUE,
19154980,3DG Infinity White,ImPmzZ,dnns,Zozo,Germany,Germany,Germany,ImPmzZ,dnnsrl,Zozo_rl,,,398,A14,Loser Bracket,Losers Round 2,KXG esports,TRUE,https://images.start.gg/images/team/2567572/image-53e5fb44be0e03a5bb86103bbe8eb39c.png?ehk=XkUsCg3OMA3IbYzn5u0e7nUaQsynHFtb9hfQX7SEQis%3D&ehkOptimized=1L1%2BWeXYMfGwqy3NdwHP7qZliw545m%2BrY1gIIDd6N%2FA%3D
19089002,Horizon E-sport,Chupa,Nakes,guidesbois,France,France,France,Chupa-RL,NakesRL,guidesbois,,,399,A15,Loser Bracket,Losers Round 3,Team Velocity,TRUE,https://images.start.gg/images/team/2581416/image-b957f26379a527be3d55bbbfe8c3e14a.png?ehk=gyCj%2FOyJSlbl2%2B%2B874RAM%2BhE5Quv6Lf6ayA5cO6A1Rs%3D&ehkOptimized=5UWyD3dHhppx%2Bc4qQoi5klAWV8eyJ3rYIg%2Feh1KLMhs%3D
18972710,Zealox Engineers,Jackdaw,ShaZi,ryox,Germany,Germany,Germany,Jackdaw 3,appajxnas,ryox 03,,,400,A16,Loser Bracket,Losers Round 3,Marky fc,TRUE,https://images.start.gg/images/team/2488987/image-d35fdcff9fd2ae6bf4666ba89a9b29cb.png?ehk=fi53zajvW4QXqJ9I%2BYLi4lcstbl8rDBg%2F4sIx2ZQeMU%3D&ehkOptimized=bcLiW7XKTNh46SMZ4%2Bovx0GlD3dJCnnWZtDt5avcCEs%3D
19135451,Guardianes de la tiara,Hadry,Syneex,Estrupa27,Spain,Spain,Spain,Hadry5Rocket,RappingPython154,Estrupa27,,,401,B1,Loser Bracket,Losers Round 1,Cierzo Esports,TRUE,
19151279,Gobble Gobble,Voiden,S.N.M.T.D,EL1,,,Belgium,Kermit_rI,Vibez.ツ,El1シ,,,402,A18,Loser Bracket,Losers Round 3,BLNE Smok’n Gorillas,TRUE,
19161683,pog frog,heavylton,Berci,kram,Hungary,Hungary,Hungary,heavylton,I-Berci-I,0-kram,,,403,A19,Loser Bracket,Losers Round 5,Esport BERG,TRUE,
19146414,SSS,Truda,drmi,BreXxV2,Bosnia and Herzegovina,Bosnia and Herzegovina,Bosnia and Herzegovina,Truda cant peak,Kanashī.,BreXxV2,,,404,A20,Loser Bracket,Losers Round 3,NoNeedName,TRUE,
19066666,LSR,RyZex. fv,rbnfk,Lewfk-_,United Kingdom,United Kingdom,United Kingdom,splashxy-_-,rbnfk,LewRL.,,,405,A21,Loser Bracket,Losers Round 4,Forsaken Allies,TRUE,
19106319,cmatts mum fan club,Trixyy_,WillKie,Serenity,United Kingdom,United Kingdom,United Kingdom,Trixyy_,WillKie.,zSerenity,,,406,A22,Loser Bracket,Losers Round 4,CRG,TRUE,
19162029,CAPTN GANG,YuBii,TYCO,Adel MAGI,France,France,,YuB2i,TYCO_78,3del_.,,,407,A23,Loser Bracket,Losers Round 4,Brick Wallz,TRUE,
19155784,Dark Horse ^^,Willem,noxi,Reazzy,Denmark,United Kingdom,Germany,kongwillem,noxi.ヅ,qrt Ω,,,408,A24,Loser Bracket,Losers Round 4,Mystic Sunset,TRUE,
19160526,Get out,SennRL,Wineglass18,Daan,Netherlands,Netherlands,Netherlands,Nova Senn,Wineglass18,oneawfulmeme,,,409,A25,Loser Bracket,Losers Round 3,CF Rocketeers,TRUE,
18768271,SHEESH TEAM,clarkrl,shotRL,shyda,,France,France,cl.rnce,jkiff la cyprine,shyda_,,,410,A26,Loser Bracket,Losers Round 3,Dortmund Esports,TRUE,
19157892,Power Guido,Hugao.,Rednight,saiirzx,Portugal,Switzerland,Portugal,Hugao.,RednightRL,saiirzx,,,411,A27,Loser Bracket,Losers Round 5,chillit jäbikset,TRUE,
19146448,C4Y,zRaikz.,NICZ.,Camsn,Spain,Spain,,TZU Vulture,NICZ LOVE BO2,Čams,,,412,A28,Loser Bracket,Losers Round 4,STZ,TRUE,https://images.start.gg/images/team/2225123/image-4b8f68e7b185ccba9bad955a95756121.png?ehk=g%2FvkAuuRLETZsrsnMUFXcNlJujOeNQ4dFKEkSxinZ0w%3D&ehkOptimized=%2BJ58eWd6D4e8FiXDRbUPLdhJVymQFGocpUyhmQi%2FaQo%3D
18813761,Coubertin Esport,Nikoula.,ThuddyRL,Narsy,France,France,France,Nikoula.,ThuddyRL,Narsyyy,,,413,A29,Loser Bracket,Losers Round 5,Legenden Trio Verein,TRUE,https://images.start.gg/images/team/2514464/image-5fb521c56f63bf7172cd787ecaaa6637.jpg?ehk=h3okg8bnRCh3YKjYF%2F7bRwJT23yoQ4jGNP5yKupJ7eY%3D&ehkOptimized=c8uOGIIxcKs53CoXoGryCEyoNGegwdBX6e%2B1Kq87xi0%3D
